nccl_init_ns,nccl_op_ns,gpu_kernel_ns,gpu_kernel_name,gpu_memcpy_ns,gpu_memset_ns,gpu_mem_bytes,network_wait_ns,cuda_api_total_ns,collective,algo,rank
1321055554.0,35805.0,46368.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,6336.0,3298295.808,30215.0,7715.0,bcast,bine,0
1318666434.0,35470.0,49744.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,6784.0,3298295.808,25860.0,8370.0,bcast,bine,1
1318694904.0,32540.0,55408.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,6816.0,3298295.808,25535.0,7340.0,bcast,bine,2
1318656002.0,36395.0,49744.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1408.0,6432.0,3298295.808,23217.5,7655.5,bcast,bine,3
1273376601.0,35350.0,62880.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,6272.0,3298295.808,43347.75,7711.0,bcast,bine,4
1273393821.0,32480.5,68720.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1696.0,6688.0,3298295.808,25085.0,7790.0,bcast,bine,5
1273373490.0,35266.0,66767.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1728.0,6592.0,3298295.808,23035.5,8190.0,bcast,bine,6
1273382411.0,35380.0,61568.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,6336.0,3298295.808,25850.5,8170.0,bcast,bine,7
502513603.0,26850.0,15424.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1344.0,1888.0,524.288,255370.0,6764.5,bcast,ring,0
497993701.0,30500.0,76832.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,2208.0,2621.44,27252.75,8180.0,bcast,ring,1
499475641.0,26040.5,28272.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1504.0,1920.0,524.288,26657.5,8620.0,bcast,ring,2
497994070.0,23340.5,21296.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1696.0,1696.0,524.288,560803.0,5870.0,bcast,ring,3
495040267.0,22800.0,51488.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,1984.0,524.288,503420.75,5640.0,bcast,ring,4
495039726.0,31030.0,42960.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,2208.0,2621.44,38011.0,8071.0,bcast,ring,5
