nccl_init_ns,nccl_op_ns,gpu_kernel_ns,gpu_kernel_name,gpu_memcpy_ns,gpu_memset_ns,gpu_mem_bytes,network_wait_ns,cuda_api_total_ns,collective,algo,rank
2488636896.0,41525.0,67712.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,6720.0,3298295.808,30250.0,9310.0,bcast,bine,0
2486307655.0,42100.0,71183.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,9408.0,5050990.592,19750.0,9450.0,bcast,bine,1
2486249321.0,37790.5,77136.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1888.0,9344.0,5050990.592,25145.0,8960.0,bcast,bine,2
2486279448.0,43350.0,71008.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1696.0,6848.0,3298295.808,22442.75,9610.0,bcast,bine,3
2456894445.0,41040.0,85648.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,8640.0,5050990.592,34334.75,8440.0,bcast,bine,4
2456922623.0,39515.0,90015.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,9408.0,5497683.968,30465.0,9085.0,bcast,bine,5
2456891963.0,38049.5,111168.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1728.0,9440.0,5497683.968,24600.0,9110.0,bcast,bine,6
2456917346.0,42820.0,105199.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1664.0,8672.0,5050990.592,26000.0,8520.0,bcast,bine,7
2467535898.0,41045.0,88735.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,8736.0,5050990.592,36542.5,8400.0,bcast,bine,8
2467555764.0,41545.0,92544.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,9472.0,5050990.592,26372.0,8840.0,bcast,bine,9
2467537177.0,36615.0,88543.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1728.0,9472.0,5050990.592,23580.0,8930.0,bcast,bine,10
2467855303.0,40565.0,82415.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1664.0,7232.0,3298295.808,22085.25,8365.0,bcast,bine,11
2459850048.0,41825.0,97312.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,7105.0,3298295.808,36570.0,8750.0,bcast,bine,12
2459840586.0,41270.5,101039.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,9440.0,5050990.592,23830.25,8940.0,bcast,bine,13
2459850934.0,37805.5,121504.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1856.0,9344.0,5050990.592,25940.0,9101.0,bcast,bine,14
2459842014.0,40590.0,116144.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1632.0,6688.0,3298295.808,24938.0,8530.0,bcast,bine,15
2461058546.0,39540.0,99919.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,6624.0,3298295.808,45721.75,9240.0,bcast,bine,16
2461082765.0,42104.5,103663.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,9408.0,5050990.592,21742.5,9395.5,bcast,bine,17
2461062154.0,38410.0,108720.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,9376.0,5050990.592,20939.5,8620.0,bcast,bine,18
2461069407.0,40684.5,103952.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,6848.0,3298295.808,24086.75,8890.0,bcast,bine,19
2465578483.0,39495.5,120047.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,8672.0,5050990.592,33533.0,8210.0,bcast,bine,20
2465579020.0,37280.5,125599.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1664.0,9440.0,5497683.968,29243.0,8250.0,bcast,bine,21
2465579303.0,37590.5,108512.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1408.0,9536.0,5497683.968,18850.0,8540.0,bcast,bine,22
2465578854.0,39430.0,102815.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,8832.0,5050990.592,20860.0,8420.0,bcast,bine,23
2473148455.0,38065.5,85455.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,8704.0,5050990.592,30747.5,8645.0,bcast,bine,24
2473122844.0,41330.0,88847.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1632.0,9536.0,5050990.592,22435.5,9190.0,bcast,bine,25
2473142074.0,37871.0,86336.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,9472.0,5050990.592,25358.25,8820.0,bcast,bine,26
2473127775.0,42476.0,80511.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1632.0,7072.0,3298295.808,20775.0,9180.0,bcast,bine,27
2460698710.0,42255.0,94527.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1408.0,7232.0,3298295.808,51605.0,8270.0,bcast,bine,28
2460690735.0,37985.0,99984.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1600.0,9600.0,5050990.592,18617.5,8630.0,bcast,bine,29
2460694966.0,38060.0,83616.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,9440.0,5050990.592,25270.0,8460.0,bcast,bine,30
2460694769.0,40215.0,79088.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1408.0,6688.0,3298295.808,26157.75,8725.0,bcast,bine,31
850665905.0,27395.0,15392.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,2464.0,9961.472,752367.0,7710.0,bcast,ring,0
847878757.0,33730.0,276174.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,2752.0,9961.472,32845.0,7909.0,bcast,ring,1
847882289.0,30405.5,26624.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1856.0,2496.0,9961.472,34985.0,8270.0,bcast,ring,2
847881837.0,27585.5,21024.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),2080.0,2560.0,9961.472,1903940.25,7615.0,bcast,ring,3
810278775.0,25740.5,49088.0,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1344.0,2528.0,9961.472,2342083.5,7700.0,bcast,ring,4
810337153.0,31884.5,41087.5,ncclDevKernel_Broadcast_RING_LL(ncclDevKernelArgsStorage<(unsigned long)4096>),1376.0,2464.0,9961.472,28370.0,7940.0,bcast,ring,5
